	GUT_GENOME011239	GUT_GENOME011714	GUT_GENOME012603	GUT_GENOME014311	GUT_GENOME018608	GUT_GENOME018729	GUT_GENOME029117	GUT_GENOME066320	GUT_GENOME067559	GUT_GENOME091220	GUT_GENOME092268	GUT_GENOME092376	GUT_GENOME093513	GUT_GENOME094058	GUT_GENOME103665	GUT_GENOME104028	GUT_GENOME104378	GUT_GENOME109037	GUT_GENOME120881	GUT_GENOME130816	GUT_GENOME132204	GUT_GENOME132205	GUT_GENOME132206	GUT_GENOME137479	GUT_GENOME143185	GUT_GENOME163069	GUT_GENOME186606	GUT_GENOME235276	GUT_GENOME236870	GUT_GENOME239080	GUT_GENOME251364	GUT_GENOME258505	GUT_GENOME263468	GUT_GENOME264147	GUT_GENOME268176	GUT_GENOME270563	GUT_GENOME272533	GUT_GENOME273277	GUT_GENOME280023	GUT_GENOME283178	GUT_GENOME283326	GUT_GENOME284192	GUT_GENOME285252	GUT_GENOME287004	P15MS_consensus	P15_MpT1_consensus	P20_consensus	P31_consensus	P32_consensus	P45_consensus	P46_consensus	P48_consensus	P51_consensus	P61_consensus	P66_consensus	P82MpT1_sans_C_consensus	P82_consensus	P86_BT_consensus	P86_sans_C_consensus	P88_consensus	P89_consensus	VRP32_MS_Bt_consensus	VRP86_MS_Bt_consensus	VRP86_MS_sans_C_consensus
GUT_GENOME092268	0.0777885177980041	0.077433742949587	0.077254280770093	0.216268718876879	0.0759519124151601	0.0768796653023939	0.216771150217086	0.010633801984503	0.012039569247713	0.072596639320043	0	0.011729089222903	0.077369233505476	0.01099018871802	0.010033966018477	0.0112013216497439	0.010504850575218	0.0106804684791589	0.077075590644524	0.0686450609901981	0.209518630227158	0.068870734424717	0.274447279897924	0.069341153443833	0.00966827122049096	0.078151709395604	0.012584330555121	0.077325917401903	0.214388946374059	0.011202942016518	0.01118899399898	0.0108050004011579	0.209357006931535	0.216664842874264	0.0775115668069751	0.072324362373912	0.0116792378127469	0.9	0.9	0.9	0.0772842262631779	0.0133053092064409	0.012864892843758	0.251316386895786	0.077510749236769	0.078423753986754	0.076816300708863	0.0709300077473701	0.077048451690585	0.0122970161943989	0.012398163622664	0.0779316254964711	0.0150206310047849	0.07731360529329	0.0199155818844319	0.0124311209203169	0.0135903357624321	0.012103315028216	0.072009661531866	0.07680967640782	0.012463713498492	0.077589973432481	0.012442954800006	0.07027947342581
GUT_GENOME092376	0.075359869494071	0.076327462341512	0.075077443072113	0.213278567375782	0.074261390002235	0.074605516403752	0.214095890689631	0.01283617181354	0.012667265771514	0.0705807953085839	0.011729089222903	0	0.0761614149965671	0.012087752297449	0.0106163442715891	0.012465685068951	0.0108524567549961	0.011571374985478	0.074007806368323	0.0677714387576189	0.208457008081043	0.068030274281998	0.278232617588031	0.0685084216491509	0.011818075510113	0.077301580788363	0.012331687573858	0.0760800671592099	0.216748912387104	0.011414951895464	0.010179839831397	0.0126408589731631	0.208579906782695	0.214839578303655	0.075477163482422	0.0715383834713791	0.012173641873672	0.9	0.9	0.9	0.074485559917852	0.016124326402859	0.013709635759799	0.249913003131887	0.075057660793406	0.076956156707796	0.074920255697303	0.0709308355194589	0.0742461270226811	0.013033569933506	0.013112694038561	0.075880192273644	0.0158514067569089	0.074826991125792	0.0176918173918421	0.013348118035637	0.0125151929313169	0.0101963445904531	0.072947679511629	0.075320930216002	0.010313759502944	0.074311960983399	0.0103500462839401	0.070210603574498
GUT_GENOME093513	0.010656477516049	0.013913883557948	0.01334007497098	0.216257943220831	0.013977906207142	0.0154968375313901	0.215070420857707	0.073210225884709	0.072153634194263	0.010938146811597	0.077369233505476	0.0761614149965671	0	0.0747340928495601	0.074334838208385	0.073393571921076	0.072834145416268	0.072860860759624	0.011015336004844	0.016194051249844	0.209271935749688	0.014001377494338	0.9	0.0155628265567989	0.079031920997337	0.017190868296579	0.075390328000685	0.011391595072524	0.216616365068777	0.076554715495049	0.077660548851017	0.0750149501635209	0.210552364712405	0.213720459098981	0.01204217791529	0.018639400622514	0.0737987840746359	0.9	0.9	0.9	0.013567304933792	0.0706675808479309	0.071841516885145	0.248814324635533	0.010619787612456	0.011667850608508	0.010831784448055	0.01382837197974	0.0121714605182611	0.074764555148398	0.075092831062649	0.011161903328248	0.07444502340826	0.0112494344779449	0.0339321619052581	0.0783370526659741	0.076726973123085	0.078365735777149	0.012642756200844	0.0113752947929019	0.078694373372908	0.01125907499071	0.078166613000314	0.01326895178131
GUT_GENOME094058	0.075227682826015	0.0749847041663691	0.074927171629724	0.214418358358454	0.0747188481278999	0.075471870267734	0.213662594956051	0.012193340150247	0.012078969318154	0.070448116877355	0.01099018871802	0.012087752297449	0.0747340928495601	0	0.012255192774653	0.011748287563675	0.011789356286076	0.011068794086423	0.075176201302568	0.066065544288787	0.209232074457309	0.06814533121319	0.277981672659784	0.067021776689722	0.0111515572799451	0.07741315862531	0.0127070653074141	0.0754507072282409	0.216011465108325	0.011869500353592	0.011677578550165	0.011530952866902	0.208258745716277	0.215660094301122	0.07391378740216	0.071063276701331	0.0115462427874741	0.9	0.9	0.9	0.075792003900627	0.014105082141766	0.014179696842497	0.251946923353382	0.075408773091907	0.0765839049878841	0.074637155102556	0.069858733474117	0.075436271719105	0.013543080545451	0.013395656889012	0.075572303326702	0.015876777319385	0.075569081035249	0.01905021946061	0.012729597989576	0.014348955153404	0.011861812389371	0.07173557636208	0.075532884158458	0.0119718252815569	0.075579959927702	0.0120258908174461	0.069275408980739
GUT_GENOME103665	0.0752899943026419	0.0751850842498131	0.074160137421659	0.212858850601476	0.074015207582277	0.074499918450164	0.213619499686092	0.011639531864938	0.010806667614187	0.0711109080830811	0.010033966018477	0.0106163442715891	0.074334838208385	0.012255192774653	0	0.010715066986151	0.0106762752515	0.0106971955143609	0.074776360329205	0.06665554507876	0.205093332919084	0.068286108096311	0.268798366115962	0.066991415512183	0.010800538613625	0.07494696302215	0.011044622200785	0.0747317117216851	0.212989232387634	0.010056433998689	0.010211364066641	0.013072362659547	0.207805913364628	0.213731181548432	0.0742602767696459	0.070031236369138	0.011463499056795	0.9	0.9	0.9	0.07454138381901	0.0147442516440761	0.0124523239055721	0.247611856882243	0.075236112799797	0.076291443093147	0.074196979021162	0.07126565652249	0.0740090579932161	0.011975947805757	0.012383078073439	0.075888674779896	0.0158272298494531	0.0747481500859131	0.018565207238985	0.0106931385538989	0.012481261664192	0.010225487138337	0.0715533752148581	0.074732610950641	0.010492600783256	0.074080899197413	0.0105642860796981	0.070517294644248
GUT_GENOME104028	0.0741782022476301	0.074287373711084	0.0731957705458331	0.216854027540723	0.072775680405974	0.0743431070966651	0.21808092711353	0.011437014756853	0.0112394349427809	0.0693822576017359	0.0112013216497439	0.012465685068951	0.073393571921076	0.011748287563675	0.010715066986151	0	0.010995734776513	0.012437320045678	0.073767466484008	0.066566516396277	0.209235304858901	0.066989078806639	0.274229727729802	0.068165539184109	0.0108409472101491	0.074904183369578	0.0116274012112279	0.073919718022498	0.214591397583032	0.0120583178410131	0.012470225199544	0.0110444006237969	0.208365065477949	0.219000059687172	0.073351599888687	0.071306697601979	0.010790256585086	0.9	0.9	0.9	0.073867782356273	0.0154449652356109	0.0129954170628309	0.251302803099088	0.073998302641136	0.074975209491338	0.0738715928400261	0.0698106510886311	0.072741539710624	0.0126399081334721	0.012808993588514	0.074351584480042	0.015280895329941	0.0739853971730631	0.0181824797309839	0.012368463443773	0.0153717144834479	0.011011506651824	0.071285172555942	0.073975956937125	0.011800001149161	0.0729669062310241	0.011406257511601	0.069289706352054
GUT_GENOME104378	0.0750087089605429	0.074736557758723	0.07431775640732	0.217807997039196	0.073733180076847	0.07346780315909	0.217491102755767	0.010914464916757	0.011552940724782	0.07212569984361	0.010504850575218	0.0108524567549961	0.072834145416268	0.011789356286076	0.0106762752515	0.010995734776513	0	0.01136683903414	0.074144967857269	0.067631873806486	0.208197823752744	0.068524851329304	0.278482555760068	0.069148360859044	0.011845541286565	0.075261175274307	0.0122681428600259	0.074159910936185	0.216062956600168	0.0118100734145079	0.011092911620544	0.010615665858613	0.2092910882986	0.218726977180172	0.0740097905411559	0.069821398667579	0.0126607632206751	0.9	0.9	0.9	0.074197921136029	0.014728951764701	0.0136018044233499	0.251318956121183	0.074145972632174	0.074738427573875	0.0743379810159151	0.070457390699773	0.073347064306287	0.013222735603175	0.012592931529291	0.0749455870948189	0.0156512355252239	0.075303872247934	0.018290604227885	0.012071573638206	0.0149923217899691	0.010199196465289	0.0711086631707551	0.075999142255921	0.010816837910651	0.0726785091830359	0.011298028812906	0.070545614899208
GUT_GENOME109037	0.073921489598157	0.073899980844553	0.072376932160096	0.215331381023534	0.0725014498478551	0.07338606061731	0.214881519193327	0.0119565587240049	0.011156066320783	0.070167900647248	0.0106804684791589	0.011571374985478	0.072860860759624	0.011068794086423	0.0106971955143609	0.012437320045678	0.01136683903414	0	0.073163019506691	0.067555440222803	0.209621792988276	0.068552579236259	0.27558424367311	0.068350897926821	0.0105637500333241	0.075159083296448	0.011783157785807	0.073322988960519	0.214144933742302	0.012319224223114	0.010144636108887	0.01192545174638	0.207687276635917	0.217620631720606	0.0727882998222741	0.071002631722518	0.01401749437546	0.9	0.9	0.9	0.073404662716766	0.0138343736034049	0.014813038989152	0.249041779084698	0.073857531797446	0.0740268365915129	0.0724699544600639	0.070241981512046	0.0725028961427449	0.012430570428201	0.013300008441323	0.073702463266968	0.0172413286792541	0.07421289658113	0.0175892249743301	0.011312220705923	0.012909304265694	0.010439944958441	0.0709525384581021	0.073921901130401	0.0104804396537899	0.072467109038253	0.0101548825043631	0.069910313357242
GUT_GENOME120881	0.013160900132779	0.016309224710747	0.0162149926315669	0.218762605966303	0.012082978222456	0.0172769490271899	0.217989099137994	0.073834382467798	0.0709344339341381	0.0134816242375371	0.077075590644524	0.074007806368323	0.011015336004844	0.075176201302568	0.074776360329205	0.073767466484008	0.074144967857269	0.073163019506691	0	0.0158675724308971	0.209820899879339	0.014152797070838	0.9	0.016048857814863	0.0788558983777411	0.019461901307925	0.0749614201472291	0.0143093120570509	0.215425911145007	0.076747777787273	0.077168839318221	0.074862842859219	0.210905754926776	0.216742578562136	0.0144284867584361	0.020835002778329	0.07359621917376	0.9	0.9	0.9	0.010326135852289	0.0704642082063199	0.071104663300097	0.248511145265437	0.013710703311823	0.015200191328462	0.013387374919309	0.016016511126774	0.010282436609417	0.075450945872292	0.075294095660694	0.013412580783455	0.075023163720204	0.00993928880214199	0.035566825484639	0.076832141610289	0.077462784305019	0.076836236492889	0.016322680649585	0.010225409470134	0.0779553627583191	0.00996259559227198	0.078191402057721	0.0173018181601741
GUT_GENOME130816	0.016568591393585	0.020090727386263	0.01876839731666	0.216566046365188	0.0188267258971339	0.020787337716822	0.214932584331726	0.0653836675105519	0.063348189986738	0.0137375858956599	0.0686450609901981	0.0677714387576189	0.016194051249844	0.066065544288787	0.06665554507876	0.066566516396277	0.067631873806486	0.067555440222803	0.0158675724308971	0	0.210866751406897	0.0138245353875929	0.274199464668329	0.011047237990619	0.0705322095362369	0.0230075934506939	0.067253274530414	0.0176075966719679	0.214769911443109	0.070120071415587	0.067643986673459	0.065316350066462	0.210692294789618	0.214751793130918	0.0181368842720551	0.0204155860345161	0.067484291367951	0.9	0.9	0.9	0.0177579716401679	0.065943432081465	0.0645993985374091	0.248980626280787	0.017164673385668	0.018660845409041	0.0161282673146211	0.014333312832949	0.017477410324764	0.0666728228198519	0.0666539608309159	0.017679757478119	0.067270962081526	0.019018991278524	0.033072345677261	0.0680706920096419	0.067863526236507	0.0682554311924039	0.015642675575096	0.017839165695277	0.069289537767834	0.017261277474703	0.0686237406003259	0.014076438524008
GUT_GENOME132204	0.209415945842703	0.20860941401714	0.209245221568447	0.221539588670889	0.210160900977751	0.210841173877741	0.220779701231899	0.207589943989472	0.208341434661891	0.210089286195829	0.209518630227158	0.208457008081043	0.209271935749688	0.209232074457309	0.205093332919084	0.209235304858901	0.208197823752744	0.209621792988276	0.209820899879339	0.210866751406897	0	0.20845902257799	0.258807811490215	0.211092146994496	0.206727323802737	0.20611158668679	0.207570781700669	0.210839236367716	0.209532202930546	0.209514422003489	0.208060446920685	0.208930062251093	0.21793659227551	0.217979835388895	0.211453949916348	0.208296627605394	0.20792123451641	0.9	0.9	0.9	0.208072831475444	0.209591416758858	0.211655183244261	0.239925979487169	0.207728075195885	0.209440596753902	0.209043899617598	0.208452802070316	0.208878808872288	0.207358612146818	0.208733846902916	0.209511381593061	0.208166165383451	0.206954141317578	0.20964128877219	0.207095682897787	0.20639692242397	0.207100442164848	0.209048426734771	0.210602448861449	0.208932678423576	0.208881652103775	0.20746883025947	0.206990244864434
GUT_GENOME132205	0.016826169139087	0.0200668813538501	0.0197124895966751	0.214310617396959	0.0167566537657279	0.0205089990129321	0.212928085903193	0.0651692414000701	0.066401651414016	0.0121271266412219	0.068870734424717	0.068030274281998	0.014001377494338	0.06814533121319	0.068286108096311	0.066989078806639	0.068524851329304	0.068552579236259	0.014152797070838	0.0138245353875929	0.20845902257799	0	0.249959197960102	0.0135081018010619	0.069555612722682	0.021843559747313	0.069244864852873	0.018088914053466	0.217006509631543	0.070160184761308	0.0695839564063429	0.066352631423612	0.209511362961035	0.213286280668254	0.017948762568554	0.021274668592694	0.068054217075213	0.9	0.9	0.9	0.0166159315143879	0.066015323004209	0.066074507639325	0.236958631480217	0.0162239923566921	0.017951684164358	0.01588321550583	0.013407187385605	0.0140764770647429	0.067051078466682	0.067327552987557	0.0168897553915809	0.066328261643048	0.014548257507812	0.032644699645265	0.068709794508936	0.069104321781078	0.070134475303211	0.014047990037231	0.014113069139005	0.069810999724055	0.0148497249144729	0.069962907902736	0.013020357408098
GUT_GENOME132206	0.9	0.9	0.9	0.9	0.9	0.251501716308583	0.249136411089201	0.275557272391024	0.27606286973669	0.9	0.274447279897924	0.278232617588031	0.9	0.277981672659784	0.268798366115962	0.274229727729802	0.278482555760068	0.27558424367311	0.9	0.274199464668329	0.258807811490215	0.249959197960102	0	0.9	0.258388545071201	0.9	0.27867895001394	0.9	0.270289602907629	0.278126647089828	0.9	0.278663460423117	0.269689474277518	0.245716232787048	0.9	0.9	0.278984087481941	0.210477288339417	0.213542360034488	0.199788325008707	0.9	0.276501065569483	0.278654142035793	0.247336627131423	0.248346856004412	0.250319684491358	0.251316552604106	0.243292853764957	0.247416951451286	0.246455387065525	0.254301568672939	0.248283529485246	0.245029157132162	0.243304684781348	0.258504699464622	0.258504293845422	0.9	0.245437947795523	0.248656448367859	0.252420797699768	0.246178100968647	0.239680674721516	0.25735896841047	0.242989883943125
GUT_GENOME137479	0.016369000999368	0.020938518046992	0.018312978080554	0.214549517769871	0.017768900740094	0.0193190436690119	0.213938901835898	0.065871305722646	0.065330888541951	0.014798277119134	0.069341153443833	0.0685084216491509	0.0155628265567989	0.067021776689722	0.066991415512183	0.068165539184109	0.069148360859044	0.068350897926821	0.016048857814863	0.011047237990619	0.211092146994496	0.0135081018010619	0.9	0	0.0713541959833179	0.0227052033919	0.070955950259215	0.0167932859831301	0.215433556451337	0.0706748220581299	0.0697656444408049	0.067939261584614	0.208554986501722	0.214896417188101	0.016054424718797	0.019253325930711	0.068334061562729	0.9	0.9	0.9	0.017210124992561	0.066524056773298	0.066628463889305	0.248147167692062	0.016902882200164	0.017568173760431	0.017849766737058	0.014451834302255	0.016696476051734	0.067212150362584	0.06770418056731	0.017378673523131	0.0683275611000759	0.017688747982392	0.034769813792217	0.071411002613396	0.070049538160338	0.071441275580155	0.0159923343046221	0.0176707937830361	0.072091590781683	0.017996033783557	0.0710429612717429	0.014235664480376
